Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Gender_Male,Workout_Type_HIIT,Workout_Type_Strength,Workout_Type_Yoga,Cluster,Cluster_Selected,PCA1,PCA2
49.0,42.0,1.52,171.0,130.0,70.0,1.1,644.0,28.8,2.2,3.0,1.0,18.18,False,True,False,False,1,1,-2.047734195100959,-1.8235380413898707
49.0,79.2,1.72,194.0,128.0,69.0,1.46,925.0,29.9,3.3,3.0,1.0,26.77,True,False,False,True,0,0,-0.29741898910100983,0.9940838800946621
41.0,64.8,1.71,164.0,131.0,54.0,1.2,778.0,22.5,2.8,3.0,2.0,22.16,True,False,True,False,1,1,-0.09075645080317718,-0.1222018136610786
58.0,63.0,1.78,176.0,154.0,73.0,1.58,1095.0,17.5,2.7,4.0,3.0,19.88,False,True,False,False,2,2,2.225897725193457,-0.9501324530649654
29.0,56.2,1.77,191.0,123.0,61.0,0.68,418.0,33.4,2.6,3.0,1.0,17.94,False,False,False,True,1,1,-2.7697766244094373,0.16319024511577052
56.0,52.9,1.64,169.0,155.0,53.0,1.1,767.0,27.4,2.3,3.0,2.0,19.67,False,False,False,False,1,1,-0.8990148798729837,-1.284254003391146
19.0,49.0,1.69,176.0,147.0,64.0,1.05,772.0,29.2,2.4,3.0,1.0,17.16,False,False,False,True,1,1,-1.6300764734629145,-0.9951190319531981
54.0,83.6,1.86,168.0,142.0,56.0,1.54,1082.0,12.400000000000002,3.5,5.0,3.0,24.16,True,True,False,False,2,2,3.5148992071780265,0.6615348583814724
34.0,56.2,1.77,192.0,138.0,59.0,1.81,1249.0,17.3,2.7,5.0,3.0,17.94,False,False,False,False,2,2,3.1620357226995273,-1.4078114040221066
19.0,87.8,1.78,195.0,161.0,72.0,1.28,1133.0,23.6,3.3,2.0,1.0,27.71,True,False,False,False,0,0,-0.05406622854533415,1.7177540227456396
19.0,85.9,1.85,195.0,156.0,62.0,1.66,1424.0,12.9,3.5,4.0,3.0,25.1,True,False,True,False,2,2,3.7840915169729348,0.9013112222458873
45.0,51.1,1.87,177.0,158.0,57.0,1.44,1126.0,26.2,3.4,4.0,2.0,14.61,True,False,False,False,0,0,1.2459878629587302,-0.5793780762951318
40.0,57.4,1.71,168.0,143.0,61.0,1.87,1337.0,18.3,2.7,5.0,3.0,19.63,False,False,True,False,2,2,3.284602684519543,-1.8059144737998238
54.0,114.9,1.92,188.0,135.0,71.0,1.2,802.0,20.7,2.6,4.0,2.0,31.17,True,True,False,False,0,0,0.8764865397296793,2.2497843632737484
49.0,62.1,1.66,173.0,152.0,73.0,1.37,937.0,31.3,1.7999999999999998,3.0,2.0,22.54,False,True,False,False,1,1,-0.7226816165498775,-1.4838140596530376
50.0,57.1,1.91,184.0,131.0,68.0,1.09,707.0,29.5,2.7,4.0,2.0,15.65,True,False,False,True,1,1,-0.3850347578908603,-0.2737321572204253
18.0,68.1,1.8,174.0,153.0,50.0,1.1,926.0,25.4,3.3,4.0,2.0,21.02,True,False,False,True,0,0,0.6305670850645338,0.27675395271159886
36.0,69.2,1.65,165.0,126.0,65.0,1.23,852.0,27.2,2.7,3.0,1.0,25.42,True,False,True,False,1,1,-0.9086556595926328,0.0017619186283563404
19.0,65.2,1.52,188.0,130.0,71.0,1.23,800.0,30.6,2.4,3.0,1.0,28.22,False,False,False,False,1,1,-1.4287770271586986,-0.4988929602649492
43.0,108.6,1.73,174.0,150.0,66.0,1.33,988.0,28.5,2.2,2.0,1.0,36.29,True,False,False,False,0,0,-0.9389591690699199,1.6846518981624738
49.0,40.0,1.65,188.0,148.0,74.0,1.03,686.0,34.3,2.5,3.0,2.0,14.69,False,False,False,True,1,1,-1.609582249160671,-1.7329048306210866
23.0,41.9,1.58,163.0,132.0,67.0,0.5599999999999999,370.0,26.8,1.7999999999999998,3.0,1.0,16.78,False,True,False,False,1,1,-3.150327861365981,-1.5701492614341626
49.0,68.3,1.52,177.0,150.0,60.0,1.45,979.0,29.4,1.7999999999999998,4.0,2.0,29.56,False,False,True,False,1,1,0.015300550342957485,-1.5356134374671206
21.0,88.4,1.6,198.0,121.0,67.0,1.71,1138.0,12.0,3.5,4.0,3.0,34.53,True,True,False,False,2,2,3.313843922545665,0.913917637728324
28.0,66.0,1.9,175.0,158.0,56.0,1.18,1025.0,24.1,3.0,3.0,1.0,18.28,True,True,False,False,0,0,-0.1840659274254471,0.5730347382469947
34.0,71.9,1.64,170.0,134.0,67.0,1.26,929.0,21.3,2.1,4.0,2.0,26.73,True,False,False,False,1,1,0.4290680308479684,-0.7004829934479969
55.0,75.6,1.71,173.0,130.0,57.0,1.03,663.0,28.1,2.0,4.0,2.0,25.85,True,False,True,False,1,1,-0.7177670259101806,-0.3000707611368755
41.0,63.4,1.59,162.0,153.0,55.0,1.84,1267.0,15.2,2.7,5.0,3.0,25.08,False,True,False,False,2,2,3.358353403030917,-1.7010119058361934
22.0,71.6,1.77,197.0,158.0,56.0,1.49,1177.0,30.3,1.7999999999999998,3.0,1.0,22.85,False,False,False,True,1,1,-0.5473555263632103,-0.45106450658075337
51.0,57.4,1.77,177.0,123.0,72.0,1.08,598.0,31.6,2.1,4.0,2.0,18.32,False,False,False,True,1,1,-1.083580545110415,-1.0364333670573231
23.0,83.8,1.99,179.0,130.0,71.0,1.79,1280.0,10.999999999999998,3.5,4.0,3.0,21.16,True,False,False,False,2,2,3.848299857925479,1.0650235859220338
39.0,55.9,1.71,184.0,148.0,59.0,1.95,1443.0,19.5,2.7,5.0,3.0,19.12,False,False,False,True,2,2,3.471040172125127,-1.8686949394541925
28.0,87.0,1.76,197.0,121.0,60.0,1.2,799.0,28.4,3.5,3.0,2.0,28.09,True,False,False,True,0,0,0.07533616732200284,1.6412472647159952
33.0,65.3,1.71,172.0,135.0,74.0,1.18,796.0,29.7,2.5,4.0,2.0,22.33,False,True,False,False,1,1,-0.27180231649083975,-0.716917121083063
50.0,45.4,1.67,163.0,158.0,62.0,1.37,1071.0,24.1,2.8,4.0,2.0,16.28,True,False,False,True,1,1,0.7551304556074092,-1.7731398270179781
26.0,87.1,1.87,173.0,132.0,58.0,1.71,1241.0,11.2,3.5,4.0,3.0,24.91,True,False,False,True,2,2,3.6536447616710324,1.0172859551591205
23.0,78.6,1.73,192.0,156.0,56.0,1.47,1147.0,32.3,1.5,4.0,2.0,26.26,False,True,False,False,1,1,0.18444361854600827,-0.9329257149627385
33.0,78.0,1.71,187.0,136.0,58.0,1.08,734.0,26.3,2.1,3.0,1.0,26.67,False,False,False,False,1,1,-1.3732557386022786,0.4318214407362029
46.0,58.0,1.53,196.0,140.0,62.0,1.83,1153.0,18.4,2.7,4.0,3.0,24.78,False,False,False,False,2,2,2.41113393751447,-1.5591654875360632
20.0,71.3,1.69,167.0,163.0,52.0,1.28,1043.0,33.4,2.3,3.0,2.0,24.96,False,False,True,False,1,1,-0.41307982668951215,-0.6686075251068179
37.0,49.10000000000001,1.74,193.0,138.0,52.0,1.11,842.0,22.3,2.6,3.0,2.0,16.22,True,False,False,True,1,1,-0.2799916888976809,-0.6795620044597747
53.0,78.3,1.65,164.0,126.0,50.0,1.24,703.0,33.7,1.6,3.0,1.0,28.76,False,True,False,False,1,1,-1.989069845695055,-0.329082668474032
36.0,57.3,1.64,164.0,157.0,70.0,1.13,887.0,25.3,1.7999999999999998,4.0,2.0,21.3,False,False,True,False,1,1,-0.29682644761960064,-1.7800740186336614
43.0,48.39999999999999,1.61,190.0,127.0,69.0,1.28,732.0,34.1,2.4,2.0,1.0,18.67,False,False,False,False,1,1,-2.271623099709438,-1.0157684511542067
20.0,76.4,1.62,168.0,132.0,51.0,1.35,980.0,21.2,2.6,4.0,2.0,29.11,True,False,False,False,0,0,0.9239050694493499,-0.16080977459590137
36.0,110.2,1.77,191.0,156.0,74.0,1.19,1021.0,26.5,3.4,2.0,1.0,35.18,True,True,False,False,0,0,-0.3361352620668314,2.8024273373845947
37.0,72.9,1.76,192.0,121.0,52.0,1.21,732.0,27.5,1.9,3.0,2.0,23.53,False,False,True,False,1,1,-0.8194806104628244,-0.0634977126652213
49.0,82.1,1.86,162.0,160.0,64.0,1.87,1481.0,14.2,3.5,4.0,3.0,23.73,True,False,True,False,2,2,4.003622665426807,0.272685742234396
24.0,58.9,1.76,189.0,130.0,73.0,0.63,410.0,30.1,1.7,3.0,1.0,19.01,False,True,False,False,1,1,-3.03462738892241,-0.354441191285633
58.0,82.2,1.87,171.0,143.0,55.0,1.57,1111.0,10.7,3.5,4.0,3.0,23.51,True,True,False,False,2,2,3.26401693535278,0.8746340118520768
50.0,96.7,1.72,188.0,125.0,62.0,1.46,903.0,25.7,2.7,3.0,2.0,32.69,True,False,True,False,0,0,0.41351084481527534,1.2452173342148791
57.0,81.4,1.86,162.0,145.0,70.0,1.8,1292.0,12.0,3.5,5.0,3.0,23.53,True,False,False,False,2,2,4.161633361431015,0.21240869766001597
56.0,107.8,1.73,185.0,126.0,50.0,1.09,680.0,26.6,2.8,3.0,2.0,36.02,True,False,False,True,0,0,-0.3056197930620601,2.145878322831249
35.0,65.8,1.62,189.0,158.0,69.0,1.0,790.0,33.8,1.5,4.0,2.0,25.07,False,False,False,False,1,1,-1.2434112896438603,-1.4604330891402018
57.0,68.5,1.56,168.0,138.0,68.0,1.45,900.0,29.1,1.6,4.0,2.0,28.15,False,True,False,False,1,1,-0.2017856745394477,-1.6329740157753805
18.0,63.9,1.59,185.0,125.0,50.0,1.87,1169.0,16.4,2.7,4.0,3.0,25.28,False,False,True,False,2,2,2.712600599926743,-1.1000805138035792
28.0,76.3,1.62,161.0,162.0,70.0,1.16,1034.0,20.1,2.3,3.0,2.0,29.07,True,False,True,False,1,1,0.2752100171659838,-0.32996887489923143
45.0,44.5,1.65,162.0,148.0,71.0,1.44,959.0,30.7,1.6,3.0,1.0,16.35,False,False,False,True,1,1,-1.413241968062567,-2.3351905215024567
42.0,50.7,1.75,163.0,162.0,51.0,1.29,940.0,29.0,1.9,3.0,2.0,16.56,False,False,True,False,1,1,-0.6160772661852804,-1.6900088205947528
40.0,55.1,1.61,184.0,158.0,64.0,1.55,1224.0,16.9,2.7,4.0,3.0,21.26,False,False,False,True,2,2,2.3085727126127202,-1.5946696852203508
48.0,73.7,1.61,172.0,121.0,63.0,1.36,815.0,21.8,3.6,4.0,2.0,28.43,True,False,False,False,0,0,1.0254322955017308,0.4322358004358635
47.0,55.6,1.77,198.0,138.0,68.0,1.2,820.0,24.3,2.9,4.0,2.0,17.75,True,False,False,False,1,1,0.28834914689162605,-0.4547139593346906
59.0,86.9,1.76,194.0,123.0,60.0,1.13,688.0,29.8,3.1,3.0,2.0,28.05,True,False,True,False,0,0,-0.49052147297999604,1.3700212623762562
52.0,60.3,1.68,182.0,125.0,64.0,1.6,900.0,16.5,2.7,4.0,3.0,21.36,False,False,True,False,2,2,1.910998385436892,-0.967072438939483
24.0,40.4,1.64,168.0,168.0,55.0,0.99,832.0,31.0,1.9,2.0,1.0,15.02,False,True,False,False,1,1,-2.4647042763176126,-1.7894101941581726
33.0,78.5,1.66,161.0,156.0,69.0,1.29,1006.0,32.8,1.9,4.0,2.0,28.49,False,True,False,False,1,1,-0.16564753921738923,-0.9532946915271908
43.0,102.6,1.72,190.0,147.0,58.0,0.82,597.0,27.5,2.0,2.0,1.0,34.68,True,False,True,False,0,0,-2.263755354603431,1.9012734720502438
19.0,110.8,1.91,161.0,149.0,54.0,1.31,1074.0,23.3,2.9,2.0,1.0,30.37,True,False,True,False,0,0,-0.03612860545917841,2.5530178146422102
18.0,60.9,1.79,191.0,126.0,69.0,1.11,699.0,31.1,2.1,2.0,1.0,19.01,False,False,False,False,1,1,-2.2607394586819067,-0.04513875729819927
29.0,55.7,1.61,177.0,128.0,51.0,1.41,993.0,28.7,2.3,3.0,1.0,21.49,True,False,True,False,1,1,-0.855307559344964,-1.0298356611266786
22.0,110.5,1.92,172.0,144.0,55.0,1.16,919.0,20.2,3.3,3.0,2.0,29.98,True,True,False,False,0,0,0.9598231588244541,2.6674579850373923
54.0,55.2,1.71,164.0,152.0,67.0,0.77,579.0,24.4,2.8,2.0,1.0,18.88,True,False,False,False,1,1,-2.1840635930981964,0.017705881415499933
49.0,46.5,1.72,169.0,120.0,72.0,1.4,832.0,22.2,2.6,4.0,2.0,15.72,True,False,False,True,1,1,0.4170183185127566,-1.446079948119721
26.0,70.9,1.66,184.0,125.0,68.0,0.81,506.0,28.9,1.7,3.0,1.0,25.73,False,True,False,False,1,1,-2.533834741327562,-0.09253527239668599
58.0,74.6,1.75,193.0,137.0,58.0,1.09,739.0,24.2,2.9,2.0,1.0,24.36,True,True,False,False,0,0,-1.3078670357756759,1.1817026987490493
52.0,45.1,1.72,196.0,129.0,70.0,0.93,594.0,27.5,3.3,2.0,1.0,15.24,True,False,False,False,1,1,-2.043977946591786,0.10387728626881752
36.0,99.9,1.99,189.0,147.0,73.0,1.33,1075.0,20.9,2.5,3.0,1.0,25.23,True,False,False,True,0,0,0.31414680617178026,1.9140575136527884
20.0,75.9,1.73,165.0,152.0,63.0,1.39,1056.0,30.6,2.1,4.0,2.0,25.36,False,False,True,False,1,1,0.2997566839649868,-0.7710804321821909
37.0,71.2,1.64,162.0,120.0,73.0,1.11,666.0,29.9,1.7,3.0,2.0,26.47,False,True,False,False,1,1,-1.4010416212299754,-0.8018824256153997
41.0,78.8,1.72,172.0,132.0,62.0,1.01,660.0,27.3,3.1,4.0,2.0,26.64,True,False,False,False,0,0,-0.13796352892384856,0.6095588165278928
50.0,50.6,1.69,162.0,156.0,60.0,1.31,1012.0,23.8,3.0,2.0,1.0,17.72,True,False,False,False,1,1,-0.7269476551365579,-0.5672025203786987
41.0,82.5,1.79,185.0,139.0,61.0,1.69,1163.0,14.7,3.5,4.0,3.0,25.75,True,False,False,False,2,2,3.1976443057386734,0.6790932521184712
28.0,108.5,1.79,183.0,120.0,68.0,1.33,878.0,24.8,2.1,4.0,2.0,33.86,True,True,False,False,0,0,0.5524356944677019,1.308292336729605
25.0,49.9,1.98,165.0,122.0,68.0,1.15,772.0,25.7,2.1,3.0,2.0,12.73,True,False,False,True,1,1,-0.6847811989283822,-0.6670441124827982
53.0,125.1,1.91,171.0,137.0,70.0,0.52,353.0,28.3,3.1,2.0,1.0,34.29,True,False,True,False,0,0,-2.3487315548767396,3.975220639393127
55.0,79.7,1.66,195.0,160.0,68.0,1.06,763.0,27.8,1.9,2.0,1.0,28.92,False,False,False,False,1,1,-1.9857958651137646,0.3891332715397968
37.0,54.6,1.57,170.0,150.0,62.0,1.31,982.0,32.1,2.4,3.0,1.0,22.15,False,False,True,False,1,1,-1.1901278925358891,-1.3173931174405817
52.0,47.8,1.54,198.0,146.0,63.0,1.34,880.0,29.8,1.9,3.0,2.0,20.16,False,False,False,False,1,1,-0.88488521148401,-2.0062989785294687
42.0,97.9,1.91,193.0,136.0,73.0,1.01,680.0,29.0,2.8,3.0,2.0,26.84,True,False,True,False,0,0,-0.567999777232348,1.8778411216939457
52.0,63.1,1.54,185.0,165.0,67.0,1.36,1010.0,34.8,1.7999999999999998,3.0,2.0,26.61,False,False,True,False,1,1,-0.8713096423905022,-1.6645844394331373
42.0,72.4,1.69,177.0,148.0,61.0,1.07,713.0,29.0,2.3,3.0,2.0,25.35,False,False,False,True,1,1,-0.9463464819578051,-0.18069021564397356
46.0,58.9,1.7,180.0,155.0,53.0,1.52,1060.0,17.1,2.7,4.0,3.0,20.38,False,False,True,False,2,2,2.0858503390701775,-1.122607142719101
35.0,50.4,1.6,195.0,156.0,59.0,1.03,803.0,29.1,1.9,4.0,2.0,19.69,False,False,False,False,1,1,-0.8207925781371652,-1.8061408843528526
35.0,64.2,1.59,199.0,145.0,66.0,1.63,1182.0,16.6,2.7,5.0,3.0,25.39,False,False,False,True,2,2,2.854894791585842,-1.2480722879125732
19.0,58.8,1.77,181.0,136.0,53.0,1.4,952.0,32.8,2.7,2.0,1.0,18.77,False,True,False,False,1,1,-1.3236512258913469,-0.12498726230558904
52.0,105.2,1.62,189.0,141.0,61.0,1.36,949.0,27.6,3.2,3.0,1.0,40.09,True,True,False,False,0,0,-0.07150267419340992,2.0875126393461376
33.0,45.9,1.5,189.0,144.0,62.0,0.92,662.0,29.8,1.7,3.0,1.0,20.4,False,False,False,True,1,1,-2.4739059166693504,-1.7959521609678677
58.0,65.2,1.63,167.0,121.0,53.0,1.12,610.0,25.4,2.0,3.0,2.0,24.54,False,True,False,False,1,1,-1.0840253113867029,-0.6748977016222605
53.0,56.3,1.79,193.0,141.0,59.0,1.52,964.0,16.5,2.7,5.0,3.0,17.57,False,False,True,False,2,2,2.406883146822163,-1.0810929615828255
50.0,90.0,1.7,168.0,124.0,74.0,0.81,497.0,22.9,2.7,2.0,1.0,31.14,True,False,False,False,0,0,-1.977728232311042,1.7438066081612054
21.0,60.0,1.7,179.0,123.0,52.0,1.97,1212.0,19.1,2.7,5.0,3.0,20.76,False,False,True,False,2,2,3.178074210538356,-1.4918102656226513
50.0,51.5,1.71,199.0,155.0,64.0,1.48,1136.0,20.9,2.9,2.0,1.0,17.61,True,False,False,True,1,1,-0.1628729930860898,-0.3431711831691695
31.0,63.1,1.64,184.0,125.0,51.0,1.54,962.0,19.0,2.7,4.0,3.0,23.46,False,False,False,False,2,2,1.8063790158086726,-0.8602711125893587
38.0,91.5,1.77,178.0,140.0,74.0,0.8,616.0,26.7,3.4,2.0,1.0,29.21,True,False,False,True,0,0,-1.6484181592628322,2.286669872252075
37.0,48.7,1.67,164.0,132.0,74.0,1.39,1009.0,27.3,3.0,2.0,1.0,17.46,True,False,False,True,1,1,-0.9343527274877163,-0.7524703320478058
25.0,57.8,1.56,170.0,156.0,66.0,1.35,1053.0,29.3,1.6,3.0,2.0,23.75,False,False,False,True,1,1,-0.578386712128983,-2.004300512307992
24.0,42.0,1.75,174.0,144.0,55.0,0.8299999999999998,598.0,31.8,2.3,3.0,1.0,13.71,False,False,True,False,1,1,-2.416534333892719,-1.0697446551158556
34.0,74.2,1.57,178.0,158.0,52.0,1.47,1161.0,32.7,2.4,3.0,1.0,30.1,False,False,False,False,1,1,-0.5472916094395162,-0.4183304799849822
50.0,89.6,1.68,182.0,139.0,74.0,1.79,1232.0,12.199999999999998,3.5,5.0,3.0,31.75,True,False,False,False,2,2,4.019909424567339,0.4903768132562283
29.0,125.9,2.0,186.0,152.0,67.0,1.36,1137.0,24.7,3.1,4.0,2.0,31.48,True,False,True,False,0,0,1.7419710058904143,2.818207470747729
39.0,105.5,1.99,199.0,133.0,71.0,0.81,593.0,26.4,2.5,2.0,1.0,26.64,True,True,False,False,0,0,-1.8723845579530258,2.897437797865036
39.0,93.4,1.7,191.0,155.0,50.0,1.1,938.0,21.1,2.5,4.0,2.0,32.32,True,False,True,False,0,0,0.7006563640530481,0.9344278691808695
47.0,82.1,1.84,185.0,136.0,65.0,1.37,922.0,24.4,3.4,4.0,2.0,24.25,True,False,True,False,0,0,1.1360412375660498,1.0060254848551715
55.0,42.9,1.69,186.0,140.0,56.0,0.9000000000000001,567.0,34.7,2.4,2.0,1.0,15.02,False,False,False,True,1,1,-3.022197516963386,-0.871164482460527
25.0,112.4,1.96,188.0,135.0,72.0,1.42,1054.0,23.2,2.5,2.0,1.0,29.26,True,False,False,False,0,0,-0.12550946000590507,2.578462567506134
44.0,77.7,1.79,198.0,165.0,53.0,1.41,1047.0,28.1,2.2,3.0,1.0,24.25,False,True,False,False,1,1,-0.4621094934348281,0.25890892094680196
44.0,89.3,1.99,192.0,135.0,58.0,1.4,936.0,26.3,2.0,4.0,2.0,22.55,True,True,False,False,0,0,0.5551503004965306,0.7056565667718852
51.0,70.3,1.55,178.0,139.0,54.0,1.4,876.0,26.1,1.6,3.0,1.0,29.26,False,False,False,True,1,1,-1.1096461607513666,-0.8299653510216913
38.0,59.1,1.72,196.0,148.0,68.0,1.07,792.0,31.3,1.7,3.0,2.0,19.98,False,False,False,False,1,1,-1.3575201462182989,-1.112548332503167
47.0,49.9,1.69,178.0,147.0,64.0,1.48,979.0,26.0,1.7,3.0,2.0,17.47,False,True,False,False,1,1,-0.2976698236924924,-1.934856729828599
50.0,101.7,1.67,192.0,127.0,57.0,0.5300000000000001,333.0,20.9,2.9,2.0,1.0,36.47,True,True,False,False,0,0,-2.2449466632995936,2.931192335483671
45.0,93.0,1.91,175.0,143.0,55.0,1.03,729.0,27.3,3.7,3.0,2.0,25.49,True,False,False,False,0,0,0.062386940592408194,2.188076653850529
50.0,87.4,1.6,182.0,122.0,67.0,0.77,465.0,23.2,3.1,2.0,1.0,34.14,True,False,True,False,0,0,-1.9621911242614751,1.9592066458342154
22.0,55.1,1.61,166.0,144.0,68.0,1.62,1166.0,19.9,2.7,4.0,3.0,21.26,False,True,False,False,2,2,2.0969307015521896,-1.766786529191362
21.0,61.3,1.57,191.0,152.0,64.0,1.94,1474.0,17.2,2.7,4.0,3.0,24.87,False,True,False,False,2,2,3.2121004847553087,-1.58421225396168
52.0,72.3,1.94,171.0,121.0,56.0,1.46,874.0,21.1,2.9,3.0,2.0,19.21,True,False,False,True,0,0,0.678198143509578,0.7076411907272114
34.0,69.2,1.53,167.0,134.0,59.0,1.36,911.0,28.5,2.1,2.0,1.0,29.56,False,True,False,False,1,1,-1.4865615079988028,-0.4709655284552169
45.0,81.4,1.61,164.0,141.0,55.0,1.14,796.0,30.0,2.2,4.0,2.0,31.4,True,False,False,False,1,1,-0.3672876708354962,-0.29465716626876315
47.0,84.8,1.86,187.0,129.0,63.0,1.85,1181.0,14.4,3.5,5.0,3.0,24.51,True,True,False,False,2,2,3.9146427088035143,0.646952865817075
46.0,55.1,1.72,164.0,137.0,66.0,1.43,970.0,20.5,3.6,3.0,2.0,18.62,True,False,False,True,0,0,0.9198571828027818,-0.264110243530135
23.0,59.0,1.78,185.0,141.0,58.0,1.67,1177.0,17.8,2.7,5.0,3.0,18.62,False,False,False,True,2,2,2.884324370746742,-1.2227042324687911
52.0,64.9,1.51,164.0,165.0,68.0,1.83,1359.0,18.2,2.7,4.0,3.0,28.46,False,True,False,False,2,2,2.823847486300248,-1.7161079689565557
58.0,109.7,1.75,181.0,168.0,54.0,1.01,840.0,22.1,2.7,2.0,1.0,35.82,True,True,False,False,0,0,-0.8681458097205834,2.491034827909462
54.0,78.4,1.9,174.0,146.0,72.0,0.81,585.0,21.5,3.7,2.0,1.0,21.72,True,False,False,True,0,0,-1.2419189065170375,2.2034952047436316
41.0,76.7,1.79,172.0,132.0,56.0,1.4,832.0,34.0,2.0,4.0,2.0,23.94,False,False,False,True,1,1,-0.31181721536745144,-0.5046121007242546
46.0,63.1,1.61,187.0,152.0,68.0,1.0,684.0,34.7,2.2,4.0,2.0,24.34,False,False,True,False,1,1,-1.184045348545169,-1.099817896609619
48.0,62.9,1.58,192.0,124.0,69.0,1.98,1105.0,20.0,2.7,4.0,3.0,25.2,False,False,True,False,2,2,2.4495821069642907,-1.3202189992994058
52.0,85.6,1.74,182.0,145.0,56.0,1.84,1321.0,13.9,3.5,4.0,3.0,28.27,True,False,False,True,2,2,3.693119061397701,0.573494022486317
50.0,66.3,1.57,192.0,132.0,73.0,1.25,742.0,31.6,1.6,2.0,1.0,26.9,False,True,False,False,1,1,-2.370887908795909,-0.7009657322155369
38.0,61.3,1.97,177.0,146.0,51.0,1.37,1100.0,23.5,2.8,3.0,1.0,15.8,True,False,False,False,0,0,0.1008148040886824,0.3739619808296739
49.0,44.099999999999994,1.65,189.0,133.0,74.0,1.16,694.0,26.7,1.7999999999999998,4.0,2.0,16.2,False,True,False,False,1,1,-0.8118876204434851,-2.078005988977204
40.0,63.8,1.62,185.0,143.0,72.0,1.3,1022.0,20.8,3.4,2.0,1.0,24.31,True,True,False,False,0,0,-0.28996042242294007,0.46292126285047264
50.0,55.4,1.55,175.0,122.0,65.0,1.85,1016.0,18.5,2.7,4.0,3.0,23.06,False,False,True,False,2,2,2.1652310406886675,-1.7252636072641052
20.0,74.7,1.58,172.0,166.0,62.0,1.04,863.0,32.8,2.4,3.0,2.0,29.92,False,False,True,False,1,1,-0.9346416901396539,-0.40563241063030575
35.0,78.0,1.67,198.0,168.0,57.0,1.13,949.0,33.3,2.5,4.0,2.0,27.97,False,False,True,False,1,1,-0.17152473732562035,-0.14605348901415785
42.0,57.5,1.67,192.0,149.0,55.0,1.14,764.0,34.1,2.4,2.0,1.0,20.62,False,False,False,True,1,1,-2.2346031340509986,-0.3994915040477969
59.0,60.7,1.73,185.0,154.0,55.0,1.03,714.0,33.8,2.5,3.0,2.0,20.28,False,False,False,True,1,1,-1.2912890483678283,-0.5354610323998629
48.0,69.0,1.74,160.0,167.0,58.0,1.48,1223.0,30.0,2.3,3.0,2.0,22.79,True,True,False,False,1,1,0.3205245359733033,-0.9154637946101561
20.0,75.8,1.78,197.0,133.0,53.0,1.42,944.0,27.4,2.0,4.0,2.0,23.92,False,True,False,False,1,1,0.3345522062102513,-0.2599074180627735
57.0,75.7,1.63,161.0,131.0,60.0,0.69,407.0,32.6,2.3,3.0,1.0,28.49,False,False,False,False,1,1,-2.781122204888312,0.34039039756592293
41.0,71.2,1.64,165.0,147.0,54.0,1.42,939.0,30.9,2.3,3.0,2.0,26.47,False,True,False,False,1,1,-0.30352876694132414,-0.704927607951138
49.0,85.0,1.68,197.0,163.0,74.0,1.82,1468.0,11.3,3.5,4.0,3.0,30.12,True,True,False,False,2,2,4.04551376236901,0.4170513038435484
39.0,63.6,1.56,183.0,148.0,66.0,1.22,903.0,34.8,2.4,2.0,1.0,26.13,False,False,True,False,1,1,-1.9778504744057464,-0.5301402889366966
40.0,73.2,1.94,177.0,162.0,69.0,0.81,722.0,29.0,2.4,2.0,1.0,19.45,True,False,True,False,0,0,-2.1090689290344335,0.9473496167579454
19.0,48.3,1.52,186.0,136.0,56.0,0.96,653.0,26.3,1.6,2.0,1.0,20.91,False,False,True,False,1,1,-2.654334900595132,-1.3748500687428102
44.0,42.8,1.78,167.0,159.0,64.0,1.49,1066.0,25.3,2.6,3.0,2.0,13.51,False,False,True,False,1,1,0.33457163829485304,-1.6053397172314785
59.0,88.1,1.76,187.0,168.0,74.0,1.35,1123.0,26.9,3.0,3.0,2.0,28.44,True,False,True,False,0,0,0.6702290156204526,0.7883181246841442
19.0,72.4,1.75,169.0,140.0,64.0,1.2,840.0,31.0,1.7,4.0,2.0,23.64,False,False,False,False,1,1,-0.5281238488417839,-0.9019052932033695
43.0,73.2,1.88,176.0,142.0,63.0,1.17,822.0,29.4,3.3,3.0,1.0,20.71,True,False,False,False,0,0,-0.7234670675876382,1.0642434413770816
34.0,110.5,1.86,188.0,139.0,62.0,1.42,1086.0,22.3,3.6,2.0,1.0,31.94,True,False,False,False,0,0,0.4531167269382329,3.115945182612508
57.0,46.1,1.76,165.0,130.0,60.0,1.44,842.0,25.8,1.7,3.0,2.0,14.88,False,False,True,False,1,1,-0.5710089924465792,-1.8802450127860184
50.0,90.8,1.71,173.0,153.0,62.0,1.07,810.0,22.6,3.4,4.0,2.0,31.05,True,False,False,True,0,0,0.7415590634692569,1.2717262274749137
26.0,59.3,1.51,181.0,129.0,71.0,1.7,1096.0,15.1,2.7,5.0,3.0,26.01,False,False,True,False,2,2,2.8051906694557665,-1.6910331556023572
56.0,45.1,1.73,165.0,129.0,73.0,0.8299999999999998,482.0,25.4,2.6,3.0,1.0,15.07,False,False,True,False,1,1,-2.0981308211230285,-0.7012510952343284
46.0,45.0,1.77,185.0,162.0,58.0,1.48,1187.0,29.1,3.6,3.0,2.0,14.36,True,False,False,False,1,1,0.7519877238555508,-0.8072387734879866
